"Gender","Item Purchased","Category","Purchase Amount (USD)","Location","Size","Season","Payment Method","Frequency of Purchases"
"Male","Skirt","Clothing","71","Virginia","M","Winter","Debit Card","Monthly"
"Male","Shoes","Footwear","59","Wyoming","S","Winter","Bank Transfer","Annually"
"Male","Jeans","Clothing","50","New Mexico","L","Spring","Cash","Weekly"
"Male","Sandals","Footwear","41","Oregon","L","Fall","PayPal","Fortnightly"
"Male","Blouse","Clothing","59","South Carolina","M","Fall","PayPal","Fortnightly"
"Male","Hat","Accessories","87","Arizona","M","Winter","Bank Transfer","Bi-Weekly"
"Male","Sweater","Clothing","68","Kentucky","M","Spring","Bank Transfer","Fortnightly"
"Male","Skirt","Clothing","90","New York","M","Winter","Debit Card","Bi-Weekly"
"Male","Jeans","Clothing","71","Texas","XL","Fall","Cash","Every 3 Months"
"Male","Sneakers","Footwear","64","Missouri","L","Fall","Debit Card","Monthly"
"Male","Jewelry","Accessories","76","Pennsylvania","S","Fall","Venmo","Weekly"
"Male","Jewelry","Accessories","42","Oregon","XL","Fall","PayPal","Every 3 Months"
"Male","Pants","Clothing","80","Nevada","L","Spring","Cash","Weekly"
"Male","Belt","Accessories","56","Arkansas","M","Spring","Credit Card","Bi-Weekly"
"Male","Hat","Accessories","25","Minnesota","XL","Summer","Credit Card","Every 3 Months"
"Male","Sneakers","Footwear","74","Georgia","M","Winter","Credit Card","Every 3 Months"
"Male","Pants","Clothing","30","Rhode Island","M","Summer","Debit Card","Fortnightly"
"Male","T-shirt","Clothing","96","Nevada","M","Spring","Cash","Annually"
"Male","Sneakers","Footwear","64","Texas","M","Fall","Venmo","Fortnightly"
"Male","Shorts","Clothing","88","Florida","L","Winter","Bank Transfer","Fortnightly"
"Male","Shoes","Footwear","88","North Dakota","L","Summer","Venmo","Every 3 Months"
"Male","Gloves","Accessories","88","West Virginia","XL","Summer","PayPal","Quarterly"
"Male","Socks","Clothing","36","Nebraska","M","Spring","Venmo","Fortnightly"
"Male","Dress","Clothing","40","Tennessee","XL","Spring","Bank Transfer","Monthly"
"Male","Handbag","Accessories","39","Oklahoma","M","Spring","Cash","Monthly"
"Male","Belt","Accessories","40","Wisconsin","M","Summer","PayPal","Quarterly"
"Male","Scarf","Accessories","34","Oregon","M","Winter","PayPal","Weekly"
"Male","Sneakers","Footwear","83","North Carolina","S","Winter","PayPal","Monthly"
"Male","Sweater","Clothing","85","Pennsylvania","L","Summer","Debit Card","Weekly"
"Male","Coat","Outerwear","27","North Dakota","L","Summer","Venmo","Bi-Weekly"
"Male","Jewelry","Accessories","78","Ohio","S","Spring","Bank Transfer","Monthly"
"Male","Sunglasses","Accessories","32","Oklahoma","M","Summer","Debit Card","Quarterly"
"Male","Shoes","Footwear","51","South Carolina","S","Fall","Venmo","Bi-Weekly"
"Male","Scarf","Accessories","32","Maine","M","Spring","Credit Card","Every 3 Months"
"Male","Dress","Clothing","62","Nevada","L","Winter","Credit Card","Monthly"
"Male","T-shirt","Clothing","29","Montana","S","Fall","Debit Card","Bi-Weekly"
"Male","Backpack","Accessories","69","New Hampshire","XL","Fall","Bank Transfer","Weekly"
"Male","Jewelry","Accessories","25","Maine","L","Winter","Credit Card","Every 3 Months"
"Male","Jeans","Clothing","76","California","M","Winter","PayPal","Quarterly"
"Male","Sunglasses","Accessories","77","West Virginia","S","Fall","PayPal","Quarterly"
"Male","Sweater","Clothing","33","California","M","Fall","Venmo","Annually"
"Male","Shorts","Clothing","93","West Virginia","S","Fall","Credit Card","Bi-Weekly"
"Male","Jewelry","Accessories","39","Louisiana","L","Spring","PayPal","Quarterly"
"Male","Coat","Outerwear","93","Georgia","L","Summer","PayPal","Fortnightly"
"Male","Handbag","Accessories","82","Washington","M","Summer","PayPal","Quarterly"
"Male","Boots","Footwear","42","Virginia","L","Spring","Bank Transfer","Monthly"
"Male","Gloves","Accessories","71","Indiana","M","Winter","PayPal","Annually"
"Male","Sweater","Clothing","86","Minnesota","L","Spring","Cash","Fortnightly"
"Male","T-shirt","Clothing","82","Idaho","XL","Spring","Credit Card","Annually"
"Male","Shoes","Footwear","65","Vermont","L","Fall","PayPal","Fortnightly"
"Male","Scarf","Accessories","29","North Dakota","M","Spring","Debit Card","Bi-Weekly"
"Male","Sneakers","Footwear","65","Rhode Island","L","Winter","PayPal","Annually"
"Male","Dress","Clothing","88","South Carolina","S","Fall","Bank Transfer","Annually"
"Male","Belt","Accessories","46","Mississippi","M","Fall","Cash","Annually"
"Male","Boots","Footwear","67","Montana","S","Winter","Debit Card","Every 3 Months"
"Male","Scarf","Accessories","35","Idaho","L","Fall","Debit Card","Monthly"
"Male","Boots","Footwear","66","Utah","M","Winter","PayPal","Fortnightly"
"Male","T-shirt","Clothing","91","Oklahoma","L","Fall","Cash","Quarterly"
"Male","Backpack","Accessories","78","California","L","Fall","PayPal","Monthly"
"Male","Sneakers","Footwear","45","Nevada","M","Winter","Bank Transfer","Annually"
"Male","T-shirt","Clothing","93","Delaware","M","Spring","Credit Card","Monthly"
"Male","Jeans","Clothing","74","South Carolina","S","Summer","Cash","Annually"
"Male","Gloves","Accessories","55","Maryland","M","Spring","Cash","Monthly"
"Male","Hoodie","Clothing","76","North Carolina","XL","Spring","Credit Card","Bi-Weekly"
"Male","Sneakers","Footwear","66","Alabama","L","Spring","Cash","Fortnightly"
"Male","Shorts","Clothing","51","Minnesota","M","Winter","Bank Transfer","Monthly"
"Male","Sweater","Clothing","26","Virginia","L","Spring","Credit Card","Quarterly"
"Male","Jeans","Clothing","29","Michigan","M","Summer","PayPal","Annually"
"Male","Jacket","Outerwear","74","Maine","M","Summer","Bank Transfer","Weekly"
"Male","Jewelry","Accessories","99","Nevada","S","Summer","Cash","Monthly"
"Male","Backpack","Accessories","88","Wyoming","L","Winter","Debit Card","Weekly"
"Male","Coat","Outerwear","31","Connecticut","M","Winter","Bank Transfer","Monthly"
"Male","Belt","Accessories","55","Oregon","L","Spring","Bank Transfer","Fortnightly"
"Male","Sandals","Footwear","81","Mississippi","L","Fall","Debit Card","Quarterly"
"Male","Sweater","Clothing","73","Illinois","L","Spring","Venmo","Bi-Weekly"
"Male","Shorts","Clothing","91","Utah","S","Winter","Credit Card","Every 3 Months"
"Male","Socks","Clothing","54","North Carolina","S","Spring","Debit Card","Bi-Weekly"
"Male","Shirt","Clothing","40","Kentucky","M","Winter","Cash","Bi-Weekly"
"Male","Pants","Clothing","59","Minnesota","M","Fall","Debit Card","Annually"
"Male","Scarf","Accessories","26","New York","L","Spring","Credit Card","Bi-Weekly"
"Male","Sweater","Clothing","23","Illinois","M","Winter","PayPal","Fortnightly"
"Male","Jeans","Clothing","87","North Dakota","S","Winter","Credit Card","Quarterly"
"Male","Pants","Clothing","71","Louisiana","M","Winter","Credit Card","Quarterly"
"Male","Backpack","Accessories","91","Illinois","L","Winter","Credit Card","Quarterly"
"Male","Coat","Outerwear","64","Wyoming","XL","Winter","Debit Card","Fortnightly"
"Male","Sandals","Footwear","94","Washington","M","Winter","Cash","Fortnightly"
"Male","Shirt","Clothing","40","Texas","M","Summer","Debit Card","Annually"
"Male","Hat","Accessories","76","New Hampshire","L","Winter","Cash","Fortnightly"
"Male","Shirt","Clothing","86","Indiana","S","Fall","Venmo","Weekly"
"Male","Skirt","Clothing","92","Alabama","M","Fall","Credit Card","Fortnightly"
"Male","Shoes","Footwear","52","Oklahoma","L","Spring","PayPal","Every 3 Months"
"Male","Coat","Outerwear","28","Montana","XL","Winter","Bank Transfer","Monthly"
"Male","Pants","Clothing","46","Tennessee","L","Summer","Bank Transfer","Weekly"
"Male","Jewelry","Accessories","50","New Mexico","M","Summer","PayPal","Annually"
"Male","Belt","Accessories","23","Iowa","M","Winter","Credit Card","Fortnightly"
"Male","Jacket","Outerwear","50","Idaho","M","Summer","Cash","Monthly"
"Male","Shirt","Clothing","89","Oklahoma","XL","Winter","Debit Card","Fortnightly"
"Male","Hoodie","Clothing","81","Florida","M","Winter","Credit Card","Annually"
"Male","Sunglasses","Accessories","69","Michigan","M","Fall","Credit Card","Quarterly"
"Male","Sunglasses","Accessories","67","Hawaii","M","Summer","PayPal","Annually"
"Male","Dress","Clothing","20","California","M","Summer","Debit Card","Annually"
"Male","Boots","Footwear","29","Iowa","M","Fall","Venmo","Annually"
"Male","Shirt","Clothing","74","West Virginia","M","Summer","Venmo","Monthly"
"Male","Shorts","Clothing","82","Washington","S","Spring","Bank Transfer","Every 3 Months"
"Male","Gloves","Accessories","23","Missouri","M","Summer","Bank Transfer","Fortnightly"
"Male","Jewelry","Accessories","45","New York","L","Summer","Bank Transfer","Monthly"
"Male","Boots","Footwear","21","Connecticut","L","Summer","Credit Card","Monthly"
"Male","Jewelry","Accessories","31","Virginia","M","Summer","Credit Card","Fortnightly"
"Male","Pants","Clothing","45","Missouri","M","Summer","PayPal","Fortnightly"
"Male","Jewelry","Accessories","56","Nebraska","XL","Winter","Credit Card","Weekly"
"Male","Jacket","Outerwear","97","New Jersey","S","Summer","Cash","Bi-Weekly"
"Male","Blouse","Clothing","100","Utah","XL","Fall","Debit Card","Fortnightly"
"Male","Blouse","Clothing","96","North Carolina","S","Fall","Credit Card","Quarterly"
"Male","Gloves","Accessories","99","Rhode Island","M","Spring","Debit Card","Every 3 Months"
"Male","Shorts","Clothing","91","Arkansas","L","Winter","PayPal","Monthly"
"Male","Hat","Accessories","30","Maryland","L","Winter","PayPal","Fortnightly"
"Male","Shoes","Footwear","65","South Carolina","L","Summer","Bank Transfer","Weekly"
"Male","Boots","Footwear","93","Ohio","M","Winter","Venmo","Weekly"
"Male","Jacket","Outerwear","81","Illinois","M","Fall","Venmo","Every 3 Months"
"Male","Jewelry","Accessories","81","Georgia","S","Summer","Venmo","Weekly"
"Male","Sunglasses","Accessories","52","Alabama","M","Winter","PayPal","Monthly"
"Male","Skirt","Clothing","88","Oklahoma","M","Summer","Cash","Quarterly"
"Male","Jeans","Clothing","24","Vermont","L","Winter","PayPal","Weekly"
"Male","Backpack","Accessories","51","Nebraska","S","Spring","Debit Card","Every 3 Months"
"Male","Backpack","Accessories","38","Georgia","S","Fall","Cash","Quarterly"
"Male","Shorts","Clothing","46","Alabama","L","Fall","Debit Card","Bi-Weekly"
"Male","Dress","Clothing","63","Minnesota","L","Summer","Cash","Every 3 Months"
"Male","Scarf","Accessories","72","Missouri","XL","Winter","Bank Transfer","Quarterly"
"Male","Jeans","Clothing","39","Georgia","L","Winter","Bank Transfer","Quarterly"
"Male","Coat","Outerwear","42","West Virginia","L","Spring","PayPal","Every 3 Months"
"Male","Sweater","Clothing","76","Arkansas","XL","Summer","Cash","Quarterly"
"Male","Sneakers","Footwear","66","Ohio","L","Summer","Debit Card","Annually"
"Male","Scarf","Accessories","90","Connecticut","M","Spring","Debit Card","Fortnightly"
"Male","Sweater","Clothing","56","North Dakota","M","Summer","Debit Card","Weekly"
"Male","Jewelry","Accessories","43","Kansas","XL","Winter","Venmo","Annually"
"Male","Handbag","Accessories","84","Iowa","L","Winter","Venmo","Monthly"
"Male","Hoodie","Clothing","88","Vermont","M","Summer","Debit Card","Bi-Weekly"
"Male","Hat","Accessories","88","Wisconsin","L","Fall","PayPal","Fortnightly"
"Male","Belt","Accessories","42","Connecticut","M","Winter","Venmo","Annually"
"Male","Hoodie","Clothing","73","Oklahoma","M","Fall","Debit Card","Weekly"
"Male","Hat","Accessories","73","Missouri","L","Summer","Bank Transfer","Quarterly"
"Male","Shoes","Footwear","44","Tennessee","S","Spring","Debit Card","Fortnightly"
"Male","Sandals","Footwear","63","New Mexico","M","Fall","Venmo","Every 3 Months"
"Male","Jacket","Outerwear","68","Iowa","L","Winter","Credit Card","Quarterly"
"Male","Sweater","Clothing","29","Maine","L","Spring","Venmo","Weekly"
"Male","Socks","Clothing","85","South Dakota","M","Summer","PayPal","Annually"
"Male","Sneakers","Footwear","42","Colorado","M","Winter","Cash","Monthly"
"Male","Coat","Outerwear","69","Vermont","M","Summer","Credit Card","Bi-Weekly"
"Male","Shirt","Clothing","62","Michigan","M","Fall","Debit Card","Weekly"
"Male","Backpack","Accessories","48","Nevada","XL","Summer","Cash","Bi-Weekly"
"Male","Boots","Footwear","68","Indiana","M","Winter","Debit Card","Weekly"
"Male","Handbag","Accessories","36","Michigan","XL","Fall","Debit Card","Fortnightly"
"Male","Dress","Clothing","63","California","S","Fall","Venmo","Fortnightly"
"Male","Sneakers","Footwear","39","Oklahoma","S","Winter","Cash","Weekly"
"Male","Boots","Footwear","78","Iowa","M","Spring","Bank Transfer","Monthly"
"Male","Shoes","Footwear","99","Rhode Island","L","Winter","PayPal","Monthly"
"Male","T-shirt","Clothing","31","Washington","L","Fall","Venmo","Every 3 Months"
"Male","Boots","Footwear","45","Florida","M","Spring","Venmo","Annually"
"Male","Pants","Clothing","30","South Carolina","S","Fall","PayPal","Fortnightly"
"Male","Shoes","Footwear","24","West Virginia","M","Summer","Bank Transfer","Quarterly"
"Male","Shoes","Footwear","22","Missouri","M","Winter","PayPal","Annually"
"Male","T-shirt","Clothing","63","Maine","L","Spring","Cash","Bi-Weekly"
"Male","Scarf","Accessories","40","Georgia","M","Fall","Debit Card","Annually"
"Male","Shorts","Clothing","20","Maine","M","Spring","Debit Card","Fortnightly"
"Male","Jewelry","Accessories","20","Illinois","S","Winter","PayPal","Quarterly"
"Male","T-shirt","Clothing","80","Delaware","L","Summer","Debit Card","Weekly"
"Male","Shirt","Clothing","87","West Virginia","M","Fall","Venmo","Annually"
"Male","Shirt","Clothing","46","Hawaii","L","Fall","PayPal","Annually"
"Male","Gloves","Accessories","49","New York","L","Winter","Bank Transfer","Monthly"
"Male","Scarf","Accessories","65","New Mexico","M","Fall","Venmo","Annually"
"Male","Skirt","Clothing","62","Indiana","S","Winter","PayPal","Quarterly"
"Male","Hat","Accessories","67","Kentucky","L","Spring","Cash","Monthly"
"Male","Hoodie","Clothing","41","West Virginia","L","Fall","Debit Card","Bi-Weekly"
"Male","Boots","Footwear","49","North Dakota","L","Fall","Cash","Every 3 Months"
"Male","Blouse","Clothing","100","Oregon","M","Fall","Venmo","Every 3 Months"
"Male","Belt","Accessories","54","Minnesota","L","Summer","Bank Transfer","Quarterly"
"Male","Sunglasses","Accessories","84","South Carolina","M","Spring","Debit Card","Quarterly"
"Male","Shorts","Clothing","41","Vermont","L","Winter","Bank Transfer","Annually"
"Male","Gloves","Accessories","88","Minnesota","M","Spring","Cash","Quarterly"
"Male","Sandals","Footwear","40","Delaware","M","Spring","PayPal","Quarterly"
"Male","Shirt","Clothing","39","Pennsylvania","M","Summer","PayPal","Annually"
"Male","Coat","Outerwear","37","Iowa","M","Spring","Debit Card","Monthly"
"Male","Pants","Clothing","52","New Jersey","S","Winter","Cash","Monthly"
"Male","T-shirt","Clothing","23","South Carolina","L","Winter","Bank Transfer","Every 3 Months"
"Male","Sneakers","Footwear","88","Maryland","S","Winter","Cash","Annually"
"Male","Shorts","Clothing","84","California","M","Fall","Credit Card","Monthly"
"Male","Coat","Outerwear","37","Montana","XL","Winter","Credit Card","Bi-Weekly"
"Male","Sandals","Footwear","51","Vermont","L","Fall","Cash","Weekly"
"Male","Pants","Clothing","76","Texas","L","Winter","Bank Transfer","Every 3 Months"
"Male","Sandals","Footwear","60","North Carolina","L","Spring","Debit Card","Weekly"
"Male","Gloves","Accessories","72","Florida","L","Fall","PayPal","Quarterly"
"Male","T-shirt","Clothing","45","West Virginia","L","Spring","Bank Transfer","Weekly"
"Male","Jacket","Outerwear","84","Illinois","S","Fall","Debit Card","Every 3 Months"
"Male","Blouse","Clothing","49","Virginia","S","Summer","Debit Card","Annually"
"Male","Socks","Clothing","22","Virginia","XL","Spring","Cash","Weekly"
"Male","Coat","Outerwear","48","Wyoming","M","Winter","Debit Card","Weekly"
"Male","Dress","Clothing","37","South Carolina","M","Spring","Cash","Every 3 Months"
"Male","Jacket","Outerwear","27","Connecticut","L","Fall","Cash","Bi-Weekly"
"Male","Boots","Footwear","79","Illinois","XL","Spring","Cash","Bi-Weekly"
"Male","Skirt","Clothing","98","Alabama","S","Spring","Credit Card","Monthly"
"Male","Sandals","Footwear","64","Washington","S","Summer","Bank Transfer","Every 3 Months"
"Male","Coat","Outerwear","32","Alabama","L","Summer","Debit Card","Annually"
"Male","Hoodie","Clothing","74","New Mexico","M","Winter","Venmo","Bi-Weekly"
"Male","Jacket","Outerwear","50","Nevada","M","Winter","Venmo","Weekly"
"Male","Backpack","Accessories","64","Nebraska","M","Winter","Debit Card","Every 3 Months"
"Male","Backpack","Accessories","29","Arizona","S","Fall","Venmo","Bi-Weekly"
"Male","Belt","Accessories","62","Georgia","M","Summer","PayPal","Weekly"
"Male","Coat","Outerwear","78","Idaho","XL","Fall","Cash","Bi-Weekly"
"Male","T-shirt","Clothing","94","Missouri","M","Fall","Bank Transfer","Weekly"
"Male","Sunglasses","Accessories","59","Florida","M","Winter","Credit Card","Quarterly"
"Male","Sneakers","Footwear","47","Minnesota","M","Summer","Bank Transfer","Weekly"
"Male","Gloves","Accessories","57","Maine","M","Fall","Venmo","Annually"
"Male","Coat","Outerwear","90","Montana","L","Winter","Cash","Fortnightly"
"Male","Shirt","Clothing","60","Alaska","M","Spring","Debit Card","Weekly"
"Male","Sneakers","Footwear","77","Iowa","L","Fall","Debit Card","Every 3 Months"
